,contentid,contenttypeid,title,overview,firstimage,addr1,mapx,mapy,tags
28,264231,76,Baekdamsa Temple (백담사),"Located within Seoraksan Mountain, Baekdamsa Temple was built by Monk Ja Jang (590~658) during the reign of Queen Jindeok (647-654), 28th ruler of the Silla Kingdom. The temple was burnt down and moved several times until 1957 when it was rebuilt to the current location. There are various treasures and hermitages in the temple. Many famous people have visited the temple including Manhae Han Yong-un, a strong independence activist and poet. There are countless number of rock towers in front of the temple by the creek where visitors come to stack stones while praying for their wishes.",http://tong.visitkorea.or.kr/cms/resource/44/2675244_image2_1.jpg,"746, Baekdam-ro, Inje-gun, Gangwon-do",128.374540097,38.1649689335,"['647654', 'famous', 'strong', 'several', 'wishes', 'kingdom', 'baekdamsa', 'times', 'towers', 'activist', 'creek', 'burnt', 'temple', 'ruler', 'han', 'built', 'rock', 'visited', '590658', 'rebuilt', 'seoraksan', 'hermitages', 'jindeok', 'treasures', 'countless', 'location', 'praying', 'front', 'current', 'people', 'jang', 'manhae', 'poet', 'ja', 'reign', 'independence', 'monk', 'yongun', 'stones', '1957', 'stack', 'moved', 'within', 'queen', 'number', 'come', 'silla', '28th', 'mountain']"
29,2693555,82,Baekje Samgyetang (백제삼계탕),"This is a place where you can enjoy clear Samgyetang (Korean ginseng chicken soup) made with an authentic manufacturing method used for 48 years now. The best menu at this restaurant is ginseng chicken soup. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/55/2684755_image2_1.jpg,"11, Toseong-ro, 164beon-gil, Gangneung-si, Gangwon-do",128.8950334293,37.7553960005,"['samgyetang', 'method', 'used', 'dishes', 'ginseng', 'manufacturing', 'years', 'best', 'menu', 'gangneungsi', 'chicken', '48', 'restaurant', 'korean', 'clear', 'made', 'soup', 'authentic']"
30,264229,76,Baekundonggyegok Valley (백운동계곡),"Baekundonggyegok Valley flows 5 km from the valley of Deoktaesan Mountain and Seongaksan Mountain. There are oak trees and maple trees growing in thick clusters and clean waters flowing nearby.
<br>
Baekundonggyegok Valley stands between the seven brother stones and Yongdampokpo Falls, and starting from this point to Gwuiddegicheong Peak is Baekundonggyegok Valley. The rocks are connected in a long line and ponds can be seen here and there. On each side of the valley there are rock walls, which make for some unforgettable scenery. Baekundonggyegok Valley maintains its natural beauty and majesty, which attracts many hikers. Especially from the middle point where Jikbaekun and Gokbaekun combine to make the Gugokgyegok Valley the most magnificent scenery of Baekundonggyegok Valley can be seen. The largest waterfall of Baekundonggyegok Valley, called Baekunpokpo Falls, is about 30 meters high. The upper part of the waterfall has rocks lined up in a long line. The landscape of Seoraksan Mountain seen from this point is the representative landscape of the mountain.",,"Baekdam-ro, Buk-myeon, Inje-gun, Gangwon-do",128.3823153941,38.1324534243,"['30', 'hikers', 'clusters', 'combine', 'nearby', 'long', 'landscape', 'deoktaesan', 'seongaksan', 'meters', 'thick', 'clean', 'gokbaekun', 'falls', 'jikbaekun', 'lined', 'baekundonggyegok', 'side', 'maintains', 'oak', 'yongdampokpo', 'rock', '5', 'seoraksan', 'magnificent', 'km', 'point', 'peak', 'called', 'largest', 'flowing', 'upper', 'unforgettable', 'connected', 'trees', 'gugokgyegok', 'walls', 'valley', 'starting', 'beauty', 'natural', 'especially', 'majesty', 'seen', 'brother', 'stands', 'stones', 'high', 'part', 'middle', 'line', 'attracts', 'gwuiddegicheong', 'rocks', 'make', 'br', 'maple', 'representative', 'flows', 'waterfall', 'baekunpokpo', 'ponds', 'waters', 'seven', 'growing', 'scenery', 'mountain']"
31,1367673,76,Baengnyongdonggul Cave-Gangwon Paleozoic Geopark (백룡동굴-강원고생대 국가지질공원),"Baengnyongdonggul Cave is a 1.8㎞-long, natural limestone cave located in Pyeongchang-gun, Gangwon-do. The cave entrance is located 10-15㎞ above sea level, and is surrounded by rocks. In 1976, local residents expanded a small lane in the middle of the main cave corridor to allow for easier exploration. Since then, the cave has continued to be explored and researched with great value for geologists. The cave was designated Natural Monument No. 260 in 1979.",,"63, Munhui-gil, Pyeongchang-gun, Gangwon-do",128.5770904015,37.2779144274,"['baengnyongdonggul', 'geologists', 'level', 'small', 'limestone', 'great', '260', 'expanded', 'easier', 'explored', 'since', 'allow', 'lane', 'designated', 'value', 'exploration', 'local', 'monument', 'sea', 'researched', 'main', 'natural', '1976', 'residents', 'corridor', 'middle', '18㎞long', 'rocks', '1015㎞', 'cave', '1979', 'surrounded', 'continued', 'entrance', 'pyeongchanggun']"
32,2694609,82,Baennori Hoetjip (뱃노리횟집),"It is a place that supplies and sells fresh seafood. This Japanese (cuisine) restaurant is located in Wonju-si, Gangwon-do. The most famous menu is raw fish bibimbap.",http://tong.visitkorea.or.kr/cms/resource/09/2701309_image2_1.jpg,"31, Yangjitteul, 4-gil, Wonju-si, Gangwon-do",127.9834840325,37.3264920929,"['famous', 'sells', 'cuisine', 'fish', 'fresh', 'wonjusi', 'menu', 'supplies', 'bibimbap', 'restaurant', 'japanese', 'seafood', 'raw']"
33,2693865,82,Bamtol Kalguksu (밤톨칼국수),"This is where you can enjoy Kalguksu (chopped noodle soup) with seafood. The best menu at this restaurant is noodle soup. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/43/2684843_image2_1.jpg,"6, Hapyeong, 2-gil, Gangneung-si, Gangwon-do",128.9126091467,37.7708084493,"['dishes', 'chopped', 'noodle', 'best', 'menu', 'gangneungsi', 'restaurant', 'korean', 'kalguksu', 'seafood', 'soup']"
34,1794507,76,Bangadari Mineral Spring (방아다리약수터),"Bangadari Mineral Spring is a crisp and healthy water source located in the woods off the Yeongdong Highway. The mineral spring contains over 30 kinds of healthy minerals including carbonic acid and iron, which are known to be especially effective in treating stomach disorders, anemia, and neuralgia. The 1-kilometer long path leading from the entrance to the mineral spring site is great for taking a stroll as it is surrounded by fir trees.",http://tong.visitkorea.or.kr/cms/resource/29/1181429_image2_1.jpg,"1011-26, Bangadari-ro, Pyeongchang-gun, Gangwon-do",128.5035400701,37.6935816963,"['30', 'iron', 'anemia', 'surrounded', 'effective', 'long', 'stomach', 'crisp', 'mineral', 'leading', 'stroll', 'great', 'contains', 'path', 'fir', 'highway', 'taking', 'kinds', 'source', 'treating', 'woods', 'spring', 'carbonic', 'neuralgia', 'trees', 'acid', 'minerals', 'especially', 'water', 'disorders', 'healthy', '1kilometer', 'known', 'yeongdong', 'site', 'bangadari', 'entrance']"
35,611414,76,Bangdong Mineral Spring (방동약수),"Bangdong Mineral Spring is located in Bangdong-ri in Girin-myeon. It is so renowned that it has been designated as one of the Great Mineral Springs of Korea. The water has a high content of carbon that makes it sparkle, and it tastes like Korean 7-up when sugar is added. In addition to carbon, the water also contains iron, manganese, and fluorine, making it effective in curing gastric problems and helping with digestion.<br><br>
According to legend, there lived a <i>simmani</i> (ginseng digger) 300 years ago who, one day, dug a 60-year old wild ginseng in Bangdong-ri. Called <i>yukgumandal</i>, the ginseng was known to have been a great medicine of mystery. From the spot where the ginseng was dug came a mineral spring, which became today’s Bangdong Mineral Spring. The mineral spring has continued to attract people since the first day the ginseng was found and people who have drunk its water are said to have experienced various beneficial effects.
<br>
Bangdong Mineral Spring is also close to the woods, several valleys, and waterfalls.",http://tong.visitkorea.or.kr/cms/resource/41/598341_image2_1.jpg,"89-59, Bangdongyaksu-ro, Inje-gun, Gangwon-do",128.3962310388,37.9438728399,"['sparkle', 'mystery', 'iron', '60year', 'iyukgumandali', 'carbon', 'first', 'several', 'manganese', 'wild', 'bangdongri', 'effective', 'close', 'mineral', 'lived', 'like', 'curing', 'great', 'became', 'contains', 'dug', 'valleys', 'ago', 'experienced', 'since', 'attract', 'gastric', 'called', 'making', 'girinmyeon', 'content', 'designated', 'helping', 'people', 'bangdong', 'woods', 'spring', 'said', '300', 'isimmanii', 'years', 'fluorine', 'came', 'high', 'problems', 'old', 'water', 'waterfalls', 'added', '7up', 'addition', 'spot', 'found', 'springs', 'day', 'digger', 'medicine', 'makes', 'digestionbrbr', 'legend', 'according', 'renowned', 'ginseng', 'known', 'drunk', 'tastes', 'effects', 'br', 'sugar', 'korean', 'continued', 'beneficial', 'todays']"
36,2693593,82,Banggane Hwaro Gui (방가네화로구이),"A hidden restaurant where local residents go. This restaurant's signature menu is grilled skirt meat. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/69/2684769_image2_1.jpg,"72, Hapyeong-gil, Gangneung-si, Gangwon-do",128.9165282553,37.7702696992,"['restaurants', 'local', 'signature', 'dishes', 'menu', 'hidden', 'gangneungsi', 'skirt', 'go', 'restaurant', 'residents', 'meat', 'grilled', 'korean']"
37,586204,76,Bangtaesan National Recreational Forest (국립 방태산자연휴양림),"Bangtaesan National Recreational Forest is mostly comprised of natural forests, with some man-made sections included. The recreational forest is located in the valley between Guryongdeokbong (alt. 1,388 m) and Jueokbong (alt. 1,443 m) Peaks. The area is known for its beautiful scenery like the two-tier waterfall and Madangbawi Rock. The varied trees provide fantastic foliage year around, especially in autumn. Wild animals like rabbits, roe deer, and squirrels inhabit the forest.",http://tong.visitkorea.or.kr/cms/resource/69/2033869_image2_1.jpg,"241, Bangtaesan-gil, Inje-gun, Gangwon-do",128.3997036058,37.9222976343,"['manmade', 'forest', 'bangtaesan', 'mostly', 'year', 'wild', 'national', 'rock', '1443', 'around', 'madangbawi', 'squirrels', 'foliage', 'fantastic', 'autumn', 'provide', 'guryongdeokbong', 'beautiful', 'peaks', 'included', 'trees', 'deer', 'valley', 'rabbits', 'natural', 'twotier', 'especially', 'alt', 'animals', 'forests', 'sections', '1388', 'varied', 'comprised', 'known', 'inhabit', 'recreational', 'waterfall', 'roe', 'like', 'scenery', 'jueokbong']"
38,2710314,80,"Be, Bridge Pool Villa Resort (Selene) [Korea Quality] / 비브릿지(셀레네) [한국관광 품질인증/Korea Quality]","Be, Bridge is a pension-type accommodation with individual pools attached to each of the units. Located in Gimsatgat-myeon, Yeongwol-gun, Gangwon-do, it is nestled comfortably in the nature of Taebaeksan and Sobaeksan National Parks and Okdongcheon Stream. There are 7 Grand Pool Villa units, all 2-story buildings with 2-person occupancy capable of accommodating up to 4-10 guests, depending on their sizes. Units 1, 2, 4, 5 have indoor pools that can be turned into outdoor pools by opening the door, while unit 7 has an indoor pool. The terrace pool in unit 3 and 6 are closed during the winter period. Each unit comes with grilling facilities and a garden, while units 2 to 7 have spa facilities. <br>
Full Moon Stay is a couples-only room located in Welcome Plaza (reception) building. The 1st floor has three two-story rooms with spa facilities, while the 2nd floor has terrace rooms with a river view. Facilities include the rooftop swimming pool, which also offers warm water services, a children’s playground, natural sledding area, walking paths, and valley. 
<br>",http://tong.visitkorea.or.kr/cms/resource/01/2709101_image2_1.jpg,"2295-12, Yeongwoldong-ro, Yeongwol-gun, Gangwon-do",128.6271961432,37.1206612498,"['moon', 'pool', 'stream', '2person', 'accommodating', '5', 'twostory', 'units', 'unit', 'occupancy', '2', 'facilities', 'river', 'natural', 'turned', 'door', 'grilling', '1', 'capable', 'nature', '410', 'childrens', 'swimming', '1st', '4', 'outdoor', 'building', 'pools', '3', 'comes', 'walking', 'pensiontype', 'sizes', 'water', 'comfortably', 'reception', 'period', 'br', 'sledding', 'stay', 'taebaeksan', 'national', 'attached', 'nestled', 'grand', 'opening', 'view', 'room', 'warm', 'full', 'include', 'okdongcheon', 'indoor', 'valley', 'spa', 'rooms', 'yeongwolgun', 'terrace', 'playground', 'garden', 'three', 'floor', 'accommodation', 'guests', 'depending', 'couplesonly', 'plaza', '7', 'buildings', '6', 'services', 'sobaeksan', '2story', 'bridge', '2nd', 'paths', 'gimsatgatmyeon', 'villa', 'winter', 'welcome', 'closed', 'rooftop', 'individual', 'parks']"
39,2654944,82,Behind U (비하인드유),"Experience various Korean beverages. The representative menu is real strawberry latte. This is a cafe located in Wonju-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/39/2652839_image2_1.jpg,"1, Geongang-ro, Wonju-si, Gangwon-do",127.9861782123,37.3272309466,"['representative', 'menu', 'strawberry', 'wonjusi', 'experience', 'beverages', 'real', 'korean', 'latte', 'cafe']"
40,1047019,80,BENIKEA Chuncheon Bears (베니키아 춘천베어스 호텔),"Benikea Chuncheon Bears Hotel overlooks Uiam Lake, which guests can access for various leisure and water sports activities, such as fishing, riding motor boats, clay shooting, hiking, and water skiing. Also, there are numerous tourist attractions nearby, including Soyanggang Dam, Cheongpyeongsa Temple, Samaksan Mountain, Gangchon Resort, Gugok Falls, and Jungdo Resort.",,"376, Sports town-gil, Chuncheon-si, Gangwon-do",127.6991743388,37.8708570362,"['tourist', 'guests', 'samaksan', 'benikea', 'bears', 'nearby', 'falls', 'uiam', 'clay', 'temple', 'lake', 'gangchon', 'shooting', 'jungdo', 'gugok', 'attractions', 'soyanggang', 'chuncheon', 'riding', 'resort', 'activities', 'hotel', 'sports', 'boats', 'hiking', 'numerous', 'access', 'water', 'fishing', 'cheongpyeongsa', 'overlooks', 'skiing', 'leisure', 'motor', 'dam', 'mountain']"
